order_code;order_date;product_name;calculated_cut_sheets;comments;used_coil;needed_or_used_for_order;nomenclature_1c;;;;;;
BIL22860063;01.06.2022;0,18x860x942 BLANK ZZY;17000;;;;;;;;;;
BIL22860064;01.06.2022;0,18x860x942 BLANK TTT;3000;;;;;;;;;;
BIL22838065;01.06.2022;0,20x838x838 BLANK;1400;;;;;;;;;;
BIL22877066;02.06.2022;0,18x877x1066 BLANK;12000;;;;;;;;;;
VIL22062067;02.06.2022;OT62-ELQ6216A2A ver2;40000;;;;;;;;;;
BUF22830068;02.06.2022;0,18x830x801 Alu/C 28S;20400;;;;;;;;;;
BIL22080069;02.06.2022;OT080-A07B05;30000;;;;;;;;;;
BIL22096070;03.06.2022;OT096-V14B05;60000;;;;;;;;;;
VIL22062071;06.06.2022;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
VIL22062072;06.06.2022;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
BIL22896073;06.06.2022;0,17x896x795 Alu/G;42000;;;;;;;;;;
BIL22896074;06.06.2022;0,17x896x795 BLANK;42000;;;;;;;;;;
BUF22942075;07.06.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL22942076;08.06.2022;0,16x942x790 BLANK;30000;;;;;;;;;;
BUF22830077;08.06.2022;0,18x830x801 Alu/C 28S;12000;;;;;;;;;;
BUF22830078;08.06.2022;0,18x830x801 Alu/C;10000;;;;;;;;;;
BUF22975079;08.06.2022;0,14x975x925 IMP G/C;9000;;;;;;;;;;
BIL22920080;08.06.2022;0,16x920x778 BLANK;40000;;;;;;;;;;
BIL22860081;08.06.2022;0,18x860x873 USK ALU/G;17000;;;;;;;;;;
BIL22099082;09.06.2022;OT99 W/G ;17000;;;;;;;;;;
BIL22922083;09.06.2022;0,17x922x868 ZZY BLANK;50000;;;;;;;;;;
VIL22062084;10.06.2022;OT62-ELQ6216A2A ver2;60000;;;;;;;;;;
ZNO22070085;10.06.2022;OT070-ELQ7013A11A;15000;;;;;;;;;;
BUF22070086;10.06.2022;OT070-ELQ7013A9A ;22000;;;;;;;;;;
ZNO22153087;10.06.2022;OT153-ELQ0561A2A USK;30000;;;;;;;;;;
ZNO22153088;10.06.2022;OT153-ELQ0561A4A-14400 USK;;;;;;;;;;;
ZNO22153089;10.06.2022;OT153-ELQ1554A0A USK;33000;всі;;;;;;;;;
BIL22942090;10.06.2022;0,16x942x790 BLANK;30000;;;;;;;;;;
BUF22942091;10.06.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF22913092;10.06.2022;0,14x913x766 USK A08;40000;;;;;;;;;;
BIL22896093;13.06.2022;0,17x896x795 Alu/G;25000;;;;;;;;;;
BUF22855094;13.06.2022;0,18x855x1066 Alu/G;17000;;;;;;;;;;
BIL22836095;13.06.2022;0,17x836x926 BLANK;55000;;;;;;;;;;
BUF22975096;14.06.2022;0,14x975x925 G/C USK;40000;;;;;;;;;;
BUF22877097;14.06.2022;0,18x877x1066 W/G;4500;;;;;;;;;;
BIL22877098;14.06.2022;0,18x877x1066 BLANK;4000;;;;;;;;;;
BUF22096099;14.06.2022;OT96 Alu/C HBI auto;17000;;;;;;;;;;
BIL22959100;15.06.2022;0,17x959x901 BLANK;40000;;;;;;;;;;
BIL22959101;15.06.2022;0,17x959x901 TTT BLANK;2138;;;;;;;;;;
BIL22942102;15.06.2022;0,16x942x790 BLANK;10000;;;;;;;;;;
BUF22942103;15.06.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BIL22895104;15.06.2022;0,19x895x907 Alu/G;40000;;;;;;;;;;
BIL22895105;16.06.2022;0,19x895x907 ERD BLANK;14000;;;;;;;;;;
BIL22896106;16.06.2022;0,18x896x795 BLANK;40000;;;;;;;;;;
BIL22896107;16.06.2022;0,18x896x795 BLANK;30000;;;;;;;;;;
BIL22894108;17.06.2022;0,18x894x795 BLANK;8000;;;;;;;;;;
BIL22894109;17.06.2022;0,18x894x795 ERD BLANK;28000;;;;;;;;;;
VAJ22062110;17.06.2022;OT62-ELQ6215A5A HBI 21E;25000;;;;;;;;;;
VIL22062111;17.06.2022;OT62-ELQ6216A2A ver2;40000;;;;;;;;;;
BUF22975112;17.06.2022;0,14x975x925 G/C USK;40000;;;;;;;;;;
BIL22908113;17.06.2022;0,20x908x1112 BLANK;8000;;;;;;;;;;
ZNO22153114;17.06.2022;OT153-ELQ1554A0A USK;20000;;;;;;;;;;
WEI22153115;17.06.2022;OT153-ELQ1542A3A USK;10000;;;;;;;;;;
VAJ22153116;17.06.2022;OT153-ELQ1554A0A ERD;11000;;;;;;;;;;
BIL22096117;17.06.2022;OT096-V14B05 ARF;19000;872;;;;;;;;;
DNZ22099118;17.06.2022;OT99 0,20  alu/g TS275;40000;;;;;;;;;;
BIL22099119;20.06.2022;OT099-V14B05;30000;;;;;;;;;;
BIL22913120;20.06.2022;0,14x913x766 USK BLANK;13000;;;;;;;;;;
BUF22913121;20.06.2022;0,14x913x766 USK A08;20000;;;;;;;;;;
DNZ22785122;20.06.2022;0,22x785x945 Alu/G;30000;40т в рулонах;;;;;;;;;
BIL22896123;20.06.2022;0,18x896x795 BLANK;20000;;;;;;;;;;
BIL22896124;20.06.2022;0,18x896x795 ALU/G;20000;;;;;;;;;;
BUF22942125;21.06.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF22942126;21.06.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF22942127;21.06.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BIL22860128;22.06.2022;0,17x860x795 BLANK;50000;;;;;;;;;;
BIL22860129;22.06.2022;0,18x860x942 BLANK;10000;;;;;;;;;;
BIL22920130;22.06.2022;0,16x920x778 BLANK;45000;;;;;;;;;;
BIL22860131;23.06.2022;0,18x860x873 IMP ALU/G;19800;пачки з VAJ;;;;;;;;;
VIL22062132;23.06.2022;OT62-ELQ6216A2A  USK ver3;36000;;;;;;;;;;
VAJ22062133;23.06.2022;OT62-ELQ6216A2A ver2;38000;;;;;;;;;;
UTS22954134;23.06.2022;0,17x954x848 W/G;5637;;;;;;;;;;
UTS22922135;23.06.2022;0,17x922x868 W/G;4389;;;;;;;;;;
VIL22062136;24.06.2022;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
ZNO22153137;24.06.2022;OT153-ELQ1554A0A USK;30000;;;;;;;;;;
UTS22838138;24.06.2022;0,17x838x942 -/G;6245;;;;;;;;;;
BIL22896139;30.06.2022;0,18x896x907 ALU/G;25000;;;;;;;;;;
BIL22959140;30.06.2022;0,17x959x901 BLANK;49000;;;;;;;;;;
BIL22808141;30.06.2022;0,20x808x908 HBI BLANK;40000;;;;;;;;;;
BUF22096142;01.07.2022;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BIL22808143;01.07.2022;0,20x808x908 HBI BLANK;30000;;;;;;;;;;
BUF22070144;01.07.2022;OT070-ELQ7013A9A ;10000;;;;;;;;;;
BIL22896145;01.07.2022;0,17x896x795 W/C;35000;не більше 75т!!!;;;;;;;;;
BIL22896146;01.07.2022;0,17x896x795 W/C;40000;;;;;;;;;;
BIL22860147;01.07.2022;0,17x860x795 BLANK;22000;;;;;;;;;;
VIL22062148;01.07.2022;OT62-ELQ6216A2A ver2;35000;;;;;;;;;;
VIL22062149;01.07.2022;OT62-ELQ6216A2A ver2;35000;;;;;;;;;;
BIL22942150;01.07.2022;0,16x942x790 BLANK;30000;;;;;;;;;;
BIL22099151;04.07.2022;OT99 USK ALU/G;50000;;;;;;;;;;
BIL22922152;05.07.2022;0,17x922x868 HBI TH550 BLANK;26000;3 рулона!;;;;;;;;;
BUF22913153;05.07.2022;0,14x913x766 USK A08;30000;;;;;;;;;;
BUF22913154;05.07.2022;0,14x913x766 USK 21E;20000;;;;;;;;;;
BIL22860155;06.07.2022;0,17x860x795 BLANK;40000;;;;;;;;;;
BIL22896156;06.07.2022;0,17x896x795 BLANK;10000;;;;;;;;;;
BUF22975157;06.07.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
BUF22975158;06.07.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
NOR22099159;06.07.2022;OT99-ELQ0730A0A;30000;;;;;;;;;;
NOR22099160;06.07.2022;OT99-ELQ0730A0A;30000;;;;;;;;;;
VAJ22153161;07.07.2022;OT153-ELQ1554A0A USK;11000;;;;;;;;;;
VIL22062162;07.07.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BUF22070163;12.07.2022;OT070-ELQ7013A9A ;30000;;;;;;;;;;
ZNO22070164;12.07.2022;OT070-ELQ7013A9A ;10000;;;;;;;;;;
BUF22838165;13.07.2022;0,17x838x942 ALU/С;20000;всі, що є;;;;;;;;;
VAJ22153166;13.07.2022;OT153-ELQ1554A0A USK;25000;;;;;;;;;;
VIL22062167;13.07.2022;OT62-ELQ6216A2A ver2;39000;;;;;;;;;;
VAJ22062168;14.07.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BIL22895169;14.07.2022;0,19x895x907 BLANK;45000;;;;;;;;;;
BIL22895170;18.07.2022;0,19x895x907 BLANK;20000;;;;;;;;;;
BUF22838171;18.07.2022;0,17x838x942 ALU/С;20000;;;;;;;;;;
BIL22860172;18.07.2022;0,17x860x795 BLANK;20000;;;;;;;;;;
BIL22896173;18.07.2022;0,17x896x795 BLANK;16000;;;;;;;;;;
DEV22070174;18.07.2022;OT070-ELQ7022A6A ;20000;;;;;;;;;;
VAJ22096175;18.07.2022;OT96 Alu/G Vaja (auto);18370;;;;;;;;;;
BIL22959176;19.07.2022;0,17x959x901 BLANK;20000;всі рулони;;;;;;;;;
VIL22062177;19.07.2022;OT62-ELQ6216A2A  USK ver3;19000;;;;;;;;;;
VAJ22062178;19.07.2022;OT62-ELQ6216A2A ver2;40000;;;;;;;;;;
BUF22096179;20.07.2022;OT96 Alu/C USK auto;20000;;;;;;;;;;
VAJ22153180A;20.07.2022;OT153-ELQ1554A0A USK;25000;37т;;;;;;;;;
WEI22153181;20.07.2022;OT153-ELQ1554A0A USK;13000;;;;;;;;;;
ZNO22153182;21.07.2022;OT153-ELQ1554A0A USK;19000;;;;;;;;;;
BIL22099183;21.07.2022;OT99 USK ALU/G;20000;;;;;;;;;;
BUF22877184;22.07.2022;0,18x877x1066 W/G;10000;;;;;;;;;;
BUF22918185;22.07.2022;0,14x918x925 G/C;27000;;;;;;;;;;
BUF22070186;25.07.2022;OT070-ELQ7013A9A ;20000;;;;;;;;;;
VAJ22153180B;20.07.2022;OT153-ELQ1542A3A USK;9000;;;;;;;;;;
VAJ22096187;25.07.2022;OT096-21EK05;20000;на 2 рулона;;;;;;;;;
UTS22840188;25.07.2022;0,17x840x942 W/G ;895;;;;;;;;;;
UTS22860189;25.07.2022;0,18x860x942 W/G ;2274;;;;;;;;;;
UTS22860190;25.07.2022;0,17х860х795  W/G ;673;;;;;;;;;;
UTS22896191;25.07.2022;0,17x896x795 W/G;2345;;;;;;;;;;
UTS22896192;25.07.2022;0,18x896x795 W/G;1792;;;;;;;;;;
UTS22918193;25.07.2022;0,14x918x925 W/G;460;;;;;;;;;;
UTS22975194;25.07.2022;0,14x975x925 W/G;751;;;;;;;;;;
UTS22877195;25.07.2022;0,18x877x1066 W/G USK;308;;;;;;;;;;
UTS22942196;25.07.2022;0,16x942x790 ALU/G;2278;;;;;;;;;;
UTS22942197;26.07.2022;0,16x942x790 W/G RAS;3579;;;;;;;;;;
UTS22954198;26.07.2022;0,17x954x848 W/G;1942;;;;;;;;;;
UTS22959199;26.07.2022;0,17x959x901 W/G;2150;;;;;;;;;;
BIL22896200;26.07.2022;0,18x896x907 BLANK;30000;;;;;;;;;;
UTS22913201;26.07.2022;0,14х913х766 W/G;1313;;;;;;;;;;
UTS22920202;26.07.2022;0,16x920x778 W/G RAS;839;;;;;;;;;;
UTS22922203;26.07.2022;0,17x922x868 W/G;549;;;;;;;;;;
BIL22860204;26.07.2022;0,18x860x873  BLANK;45000;;;;;;;;;;
BIL22860205;27.07.2022;0,18x860x873 USK BLANK;8000;;;;;;;;;;
VIL22062206;27.07.2022;OT62-ELQ6216A2A  USK ver3;40000;;;;;;;;;;
BIL22896207;27.07.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BUF22838208;27.07.2022;0,17x838x942 RAS ALU/С;30000;;;;;;;;;;
BUF22096209;28.07.2022;OT96 Alu/C USK auto;20000;;;;;;;;;;
BIL22896210;29.07.2022;0,17x896x795 BLANK;20000;;;;;;;;;;
BIL22896211;29.07.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BUF22838212;01.08.2022;0,17x838x942 RAS ALU/С;20000;;;;;;;;;;
BIL22896213;01.08.2022;0,18x896x795 RAS BLANK;20000;;;;;;;;;;
BIL22896214;01.08.2022;0,18x896x907 RAS BLANK;20000;;;;;;;;;;
BIL22896215;01.08.2022;0,18x896x795 RAS BLANK;40000;;;;;;;;;;
ZNO22070216;02.08.2022;OT070-ELQ7013A9A ;20000;;;;;;;;;;
BIL22860217;02.08.2022;0,18x860x873 HBI BLANK;30000;;;;;;;;;;
BIL22860218;02.08.2022;0,18x860x873 HBI BLANK;30000;;;;;;;;;;
VIL22062219;02.08.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
BIL22896220;03.08.2022;0,18x896x795 RAS BLANK;30000;;;;;;;;;;
BIL22896221;03.08.2022;0,18x896x795 RAS BLANK;30000;;;;;;;;;;
BIL22896222;03.08.2022;0,18x896x795 RAS BLANK;30000;;;;;;;;;;
BIL22808223;03.08.2022;0,20x808x908 HBI BLANK;20000;;;;;;;;;;
BUF22096224;03.08.2022;OT96 Alu/C USK auto;30000;;;;;;;;;;
VAJ22062225;03.08.2022;OT62-ELQ6215A5A USK 21E;4500;;;;;;;;;;
BIL22896226;04.08.2022;0,17x896x795 BLANK;50000;;;;;;;;;;
BUF22975227;04.08.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
ZNO22153228;04.08.2022;OT153-ELQ1554A0A USK;17000;;;;;;;;;;
ZNO22153229;04.08.2022;OT153-ELQ1554A0A;11000;;;;;;;;;;
BUF22096230;04.08.2022;OT96 Alu/C HBI auto;6000;;;;;;;;;;
BUF22070231;04.08.2022;OT070-ELQ7013A9A ;40000;;;;;;;;;;
BIL22895232;08.08.2022;0,19x895x907 BLANK;40000;;;;;;;;;;
BIL22896233;08.08.2022;0,18x896x795 RAS BLANK;50000;;;;;;;;;;
ZNO22153234;08.08.2022;OT153-ELQ1554A0A;13000;;;;;;;;;;
VAJ22153235;08.08.2022;OT153-ELQ1554A0A;13000;;;;;;;;;;
BUF22975236;08.08.2022;0,14x975x925 IMP G/C;13000;;;;;;;;;;
BUF22838237;09.08.2022;0,17x838x942 RAS ALU/С;40000;;;;;;;;;;
VIL22062238;09.08.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
VAJ22062239;09.08.2022;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
BIL22860240;10.08.2022;0,18x860x873 HBI BLANK;40000;;;;;;;;;;
BIL22895241;10.08.2022;0,19x895x907 BLANK;40000;;;;;;;;;;
BUF22096242;11.08.2022;OT96 Alu/C USK auto;40000;;;;;;;;;;
BUF22096243;11.08.2022;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BIL22808244;11.08.2022;0,20x808x908 HBI BLANK;38000;;;;;;;;;;
VAJ22153245;11.08.2022;OT153-ELQ1554A0A USK;15000;;;;;;;;;;
ZNO22153246;11.08.2022;OT153-ELQ1554A0A;11000;;;;;;;;;;
BIL22896247;11.08.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BIL22896248;12.08.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BIL22896249;12.08.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BIL22896250;12.08.2022;0,18x896x795 RAS BLANK;35000;;;;;;;;;;
BIL22896251;12.08.2022;0,18x896x795 RAS BLANK;35000;;;;;;;;;;
BIL22808252;12.08.2022;0,18x808x908 HBI BLANK;10000;;;;;;;;;;
BUF22070253;12.08.2022;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BIL22840254;12.08.2022;0,17x840x942 BLANK;20000;;;;;;;;;;
BIL22099255;12.08.2022;OT99 USK ALU/G;22000;New exside PL-1014-59;;;;;;;;;
BIL22896256;12.08.2022;0,17x896x795 BLANK;32000;;;;;;;;;;
BIL22895257;15.08.2022;0,19x895x907 BLANK;40000;;;;;;;;;;
BIL22895258;15.08.2022;0,19x895x907 BLANK;40000;;;;;;;;;;
VIL22062259;15.08.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
VAJ22062260;15.08.2022;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
VAJ22153261;16.08.2022;OT153-ELQ1542A3A USK;15000;;;;;;;;;;
BIL22860262;16.08.2022;0,18x860x873 HBI BLANK;40000;;;;;;;;;;
BIL22860263;16.08.2022;0,18x860x873 HBI BLANK;35000;;;;;;;;;;
BUF22838264;17.08.2022;0,17x838x942 RAS ALU/С;30000;;;;;;;;;;
BUF22838265;17.08.2022;0,17x838x942 ALU/С;50000;;;;;;;;;;
ZNO22153266;17.08.2022;OT153-ELQ1554A0A-HBI-12800-QI;115200;2nd grade ZNO;;;;;;;;;
ZNO22153267;17.08.2022;OT153-ELQ1554A0A-USK-12800-QI;281600;2nd grade ZNO;;;;;;;;;
BUF22096268;17.08.2022;OT96 Alu/C HBI auto;20000;;;;;;;;;;
VAJ22096269;17.08.2022;OT96 Alu/G Vaja (auto);15000;;;;;;;;;;
BUF22096270;18.08.2022;OT96 Alu/C HBI auto;20000;;;;;;;;;;
DEV22099271;18.08.2022;OT99-ELQ9999A0A ARP;20000;;;;;;;;;;
BIL22808272;18.08.2022;0,20x808x908 HBI BLANK;50000;;;;;;;;;;
BIL22896273;18.08.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896274;19.08.2022;0,18x896x795 RAS BLANK;20000;;;;;;;;;;
BIL22896275;19.08.2022;0,18x896x795 USK BLANK;40000;;;;;;;;;;
ZNO22153276;19.08.2022;OT153-ELQ0561A4A-14400 USK;5300;plastic pallets;;;;;;;;;
BUF22975277;19.08.2022;0,14x975x925 G/C USK;56000;;;;;;;;;;
BIL22840278;19.08.2022;0,17x840x942 BLANK;18000;;;;;;;;;;
BUF22838279;19.08.2022;0,17x838x942 ALU/С;54000;;;;;;;;;;
BIL22896280;19.08.2022;0,18x896x795 USK BLANK;60000;;;;;;;;;;
BUF22913281;19.08.2022;0,14x913x766 ALU/C;25000;;;;;;;;;;
BUF22913282;19.08.2022;0,14x913x766 USK A08;25000;;;;;;;;;;
BUF22070283;19.08.2022;OT070-ELQ7013A9A TH550;39000;;;;;;;;;;
BIL22860284;19.08.2022;0,18x860x873 HBI BLANK;50000;;;;;;;;;;
BIL22860285;19.08.2022;0,18x860x873 USK BLANK;20000;;;;;;;;;;
BIL22877286;22.08.2022;0,18x877x1066 BLANK;10000;2 рулона;;;;;;;;;
BIL22896287;22.08.2022;0,17x896x795 BLANK;50000;;;;;;;;;;
ZNO22070288;23.08.2022;OT070-ELQ7013A9A ;20000;;;;;;;;;;
BUF22070289;23.08.2022;OT070-ELQ7013A9A TH550;50000;;;;;;;;;;
BIL22860290;24.08.2022;0,18x860x873 USK BLANK;50000;;;;;;;;;;
BIL22860291;24.08.2022;0,18x860x873 USK BLANK;20000;;;;;;;;;;
BIL22895292;24.08.2022;0,19x895x907 BLANK;40000;;;;;;;;;;
BIL22896293;25.08.2022;0,17x896x795 BLANK;57000;;;;;;;;;;
BIL22896294;25.08.2022;0,17x896x795 BLANK;50000;;;;;;;;;;
BUF22942295;29.08.2022;0,16x942x790 ALU/С;50000;;;;;;;;;;
BUF22838296;29.08.2022;0,17x838x942 ALU/С;20000;;;;;;;;;;
BIL22908297;29.08.2022;0,20x908x1112 RAS BLANK;10000;;;;;;;;;;
BIL22840298;29.08.2022;0,17x840x942 BLANK;10000;;;;;;;;;;
WEI22153299;29.08.2022;OT153-ELQ1542A3A HBI;10000;;;;;;;;;;
BIL22860300;30.08.2022;0,18x860x873 USK BLANK;50000;;;;;;;;;;
BIL22896301;30.08.2022;0,18x896x795 USK BLANK;50000;;;;;;;;;;
DEV22099302;30.08.2022;OT99-ELQ9999A0A ARP;15000;;;;;;;;;;
BIL22896303;31.08.2022;0,18x896x795 USK BLANK;50000;;;;;;;;;;
BUF22877304;01.09.2022;0,18x877x1066 W/G;10000;;;;;;;;;;
BIL22913305;01.09.2022;0,14x913x766 USK BLANK;10000;;;;;;;;;;
BUF22975306;01.09.2022;0,14x975x925 IMP G/C;3020;;;;;;;;;;
BUF22830307;01.09.2022;0,18x830x801 Alu/C 28S;30000;;;;;;;;;;
BUF22913308;01.09.2022;0,14x913x766 USK A08;40000;;;;;;;;;;
BUF22975309;01.09.2022;0,14x975x925 W/K USK;6000;;;;;;;;;;
BUF22913310;01.09.2022;0,14x913x766 21E;15000;;;;;;;;;;
BUF22913311;01.09.2022;0,14x913x766 USK A08;48000;;;;;;;;;;
BIL22920312;02.09.2022;0,16x920x778 BLANK;10000;;;;;;;;;;
BIL22099313;05.09.2022;OT99-921XQ 0,20 ALU/G;30000;;;;;;;;;;
BIL22099314;05.09.2022;OT99-921XQ 0,20 ALU/G;20000;;;;;;;;;;
VAJ22096315;05.09.2022;OT096-A07B05 USK Vaja auto;16000;;;;;;;;;;
BUF22096316;05.09.2022;OT96 Alu/C USK auto;20000;;;;;;;;;;
DEV22099317;05.09.2022;OT99-ELQ9999A0A ARP;10000;;;;;;;;;;
DEV22070318;05.09.2022;OT070-ELQ7033A2A  TH580;25000;;;;;;;;;;
BUF22099319;05.09.2022;OT99-921XQ 0,20 A55B05 ;9000;;;;;;;;;;
BUF22070320;06.09.2022;OT070-ELQ7013A9A TH550;30000;;;;;;;;;;
BUF22942321;06.09.2022;0,16x942x790 ALU/С;40000;30 лист відкласти;;;;;;;;;
DEV22070322;06.09.2022;OT070-ELQ7022A6A USK;15000;;;;;;;;;;
BUF22942323;06.09.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BIL22896324;07.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896325;07.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22860326;07.09.2022;0,17x860x795 BLANK;25000;;;;;;;;;;
BIL22860327;08.09.2022;0,17x860x795 BLANK;25000;;;;;;;;;;
WEI22153328;08.09.2022;OT153-ELQ1542A3A USK;20000;;;;;;;;;;
VAJ22942329;08.09.2022;0,16x942x790 BLANK;30;запакувати;;;;;;;;;
BUF22838330;08.09.2022;0,17x838x942 ALU/С;30000;;;;;;;;;;
BUF22838331;08.09.2022;0,17x838x942 ALU/С;30000;;;;;;;;;;
BUF22975332;08.09.2022;0,14x975x925 G/C USK;25000;;;;;;;;;;
BUF22975333;08.09.2022;0,14x975x925 G/C USK;25000;;;;;;;;;;
BUF22920334;09.09.2022;0,16x920x778 USK Alu/C;33000;;;;;;;;;;
BIL22808335;12.09.2022;0,18x808x908 HBI BLANK;18000;;;;;;;;;;
BIL22895336;12.09.2022;0,19x895x907 BLANK;30000;;;;;;;;;;
BIL22895337;12.09.2022;0,19x895x907 USK BLANK;30000;;;;;;;;;;
BUF22942338;12.09.2022;0,16x942x790 ALU/С;29000;;;;;;;;;;
BUF22830339;12.09.2022;0,18x830x801 Alu/C 28S;30000;;;;;;;;;;
BUF22830340;12.09.2022;0,18x830x801 Alu/C 28S;35000;;;;;;;;;;
BIL22860341;13.09.2022;0,18x860x873 USK BLANK;60000;;;;;;;;;;
DEV22099342;13.09.2022;OT99-ELQ9999A0A ARP;14000;19т, всі рулони;;;;;;;;;
BUF22096343;13.09.2022;OT96 Alu/C USK auto;30000;;;;;;;;;;
BUF22096344;13.09.2022;OT96 Alu/C USK auto;30000;;;;;;;;;;
BUF22070345;14.09.2022;OT070-ELQ7013A9A TH550;25000;;;;;;;;;;
BUF22070346;14.09.2022;OT070-ELQ7013A9A TH550;25000;;;;;;;;;;
BUF22918347;14.09.2022;0,14x918x925 G/C;15000;;;;;;;;;;
BUF22918348;14.09.2022;0,14x918x925 W/C;8000;;;;;;;;;;
BUF22918349;14.09.2022;0,14x918x925 USK G/C;25000;;;;;;;;;;
BIL22860350;14.09.2022;0,17x860x795 BLANK;30000;;;;;;;;;;
BIL22860351;14.09.2022;0,17x860x795 BLANK;20000;див по піддонах;;;;;;;;;
BIL22896352;14.09.2022;0,18x896x795 USK BLANK;40000;;;;;;;;;;
BIL22896353;14.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896354;16.09.2022;0,17x896x795 BLANK;20000;;;;;;;;;;
BUF22838355;19.09.2022;0,17x838x942 ALU/С;30000;;;;;;;;;;
BUF22838356;19.09.2022;0,17x838x942 ALU/С;25000;;;;;;;;;;
BUF22913357;19.09.2022;0,14x913x766 USK A08;25000;;;;;;;;;;
BUF22913358;19.09.2022;0,14x913x766 USK 21E;23000;;;;;;;;;;
BIL22913359;19.09.2022;0,14x913x766 USK BLANK;20000;;;;;;;;;;
BUF22942360;20.09.2022;0,16x942x790 ALU/С;26000;;;;;;;;;;
BUF22942361;20.09.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF22096362;20.09.2022;OT96 Alu/C HBI auto;25000;;;;;;;;;;
BUF22096363;20.09.2022;OT96 Alu/C HBI auto;22000;;;;;;;;;;
DEV22099364;21.09.2022;OT99-ELQ9991A0A ARP;20000;код в лакуванні виправити;;;;;;;;;
WEI22153365;21.09.2022;OT153-ELQ1542A3A USK;20000;рулон з HFI 5,6/2,8;;;;;;;;;
WEI22153366;21.09.2022;OT153-ELQ1542A3A USK;20000;;;;;;;;;;
WEI22153367;21.09.2022;OT153-ELQ1542A3A HBI;10000;;;;;;;;;;
BUF22070368;22.09.2022;OT070-ELQ7013A9A TH550;20000;;;;;;;;;;
BUF22070369;22.09.2022;OT070-ELQ7013A9A TH550;20000;;;;;;;;;;
BIL22896370;22.09.2022;0,18x896x795 USK BLANK;35000;;;;;;;;;;
BIL22896371;22.09.2022;0,18x896x795 USK BLANK;35000;;;;;;;;;;
BIL22099372;23.09.2022;OT99 USK ALU/G;25000;;;;;;;;;;
BIL22099373;23.09.2022;OT99 USK ALU/G;30000;;;;;;;;;;
BIL22896374;26.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896375;26.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896376;26.09.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
ZNO22153377;27.09.2022;OT153-ELQ0561A4A-14400 HBI;10000;;;;;;;;;;
ZNO22153378;27.09.2022;OT153-ELQ0561A2A USK;20000;;;;;;;;;;
VAJ22096379;27.09.2022;OT96 Alu/G Vaja (auto);17000;;;;;;;;;;
BIL22896380;27.09.2022;0,18x896x795 BLANK;40000;;;;;;;;;;
BUF22830381;28.09.2022;0,18x830x801 Alu/C 28S;30000;;;;;;;;;;
BIL22808382;28.09.2022;0,18x808x908 HBI BLANK;20000;;;;;;;;;;
BIL22808383;28.09.2022;0,20x808x908 HBI BLANK;14000;;;;;;;;;;
BUF22975384;29.09.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
BUF22913385;29.09.2022;0,14x913x766 USK 21E;10500;BUF22913311;;;;;;;;;
BUF22975386;29.09.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
BUF22975387;29.09.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
UTS22954388;04.10.2022;0,17x954x848 W/G;2142;HBIS+USK;;;;;;;;;
UTS22942389;04.10.2022;0,16x942x790 W/G RAS;1269;;;;;;;;;;
UTS22896390;04.10.2022;0,17x896x795 W/G;4565;;;;;;;;;;
