Назва;Номенклатура ОТ (1С);Кінцевий продукт;Код прод. 1С;Формат порізки;Формат порізки (1С);Код поріз.  1С;розкрій;піддон;пачка;№Spec;Лакування;Прогін1;Прогін2;Прогін3;Прогін4;Формат Лакування (1С);Код лак.1С;SAP code;Coil;IC codes of coils;for barcode
0,14x913x766 USK 21E;L-913-766-140TS480F2020-USK-21EK05;Draw can 73x28;UA0003984;0,14x913x766 2,0/2,0 TS480;M-913-766-140TS480S2020-USK;UA0002843;СКРОЛЛ;770х869;1500;BUF-2 A;W/C ;PL1019-34;DE4488-3LV;DE5449-4;;L-913-766-140TS480F2020-USK-21EK05;UA0003984;41211376;C-913----140TS480S2020-USK;UA0002740;0.14-913-766-TS480-S2020-USK
0,14x913x766 USK A08;L-913-766-140TS480F2020-USK-А08К05;Draw can 73x30;UA0003987;0,14x913x766 2,0/2,0 TS480;M-913-766-140TS480S2020-USK;UA0002843;СКРОЛЛ;770х869;1500;BUF-1 A;ALU/C;PL1019-34;;;;L-913-766-140TS480F2020-USK-А08К05;UA0003987;41206392;C-913----140TS480S2020-USK;UA0002740;0.14-913-766-TS480-S2020-USK
0,20x908x1112 Alu/G;L-908-1112-200TS260S2828-USK-A08B05;Draw can 99x48 ;UA0003995;0,20x908x1112 2,8/2,8 TS260;T-908-1112-200TS260S2828-USK;UA0000214;ПРЯМ;1088х883;1100;№120-1;ALU/G;;;;;L-908-1112-200TS260S2828-USK-A08B05;UA0003995;;;;0.20-908-1112-TS260-S2828-USK
0,17x840x942 Alu/C;L-840-942-170TH550F2828-HBI-A55K05;99/96x48,5 Ap/K;UA0003990;0,17x840x942 2,8/2,8 TH550;T-840-942-170TH550F2828-HBI ARP;UA0003988;ПРЯМ;917х813;1500;BUF-8 B;ALU/С;PL1019-34;28S30WB-1;;;L-840-942-170TH550F2828-HBI-A55K05;UA0003990;;;;0.17-840-942-TH550-F2828-HBI-ARP
OT99 0,19 alu/g HBI;OT099-921XQ-190TH550S2820-HBI-A75B05-37856;ОТ99  ALU/G;UA0004002;0,19x838x941,7 2,8/2,0 TH550;M-838-941,7-190TH550F2820-HBI  ;UA0004004;СКРОЛЛ;917x813;1500;#131;ALU/G;;;;;L-838-941,7-190TH550S2820-HBI-A75B05  ;UA0004003;;;;0.19-838-941.7-TH550-F2820-HBI
OT153-ELQ0561A2A-W18B55 ARI;OT153-ELQ0561A2A-W18B55-727LW-280TH460S2828-ARI-12800  ;ОТ153;UA0004056;0,28x950x876 2,8/2,8 TH460 ARI;M-950-876-280TH460S2828-ARI;UA0004059;СКРОЛЛ;920х935;1100; №132;2W/G;;;;;L-950-876-280TH460S2828-ARI-W18B55  ;UA0004058;48003111;;;0.28-950-876-TH460-S2828-ARI
OT153-ELQ1554A0A-20EB05 ARI;OT153-ELQ1554A0A-20EB05-727LW-280TH460F8428-ARI-12800  ;ОТ153;UA0004060;0,28x950x876 8,4/2,8 TH460 ARI;M-950-876-280TH460S8428-ARI  ;UA0004062;СКРОЛЛ;920х935;1100; №133;W/G;;;;;L-950-876-280TH460F8428-ARI-20EB05  ;UA0004061;48004206;;;0.28-950-876-TH460-S8428-ARI
Жерсть 0,17*806*773 W/G;Жерсть 0,17*806*773 TS480 2020 ALU/G х;;;0,17x806x773 2,0/2,0 TS480;Жерсть 0,17*806*773 TS480 2020 біла (лист) х;.;;;;;W/G;;;;;Жерсть 0,17*806*773 ALU/G;;;;;
Жерсть 0,17*894*795 W/G х;Жерсть 0,17*894*795 TH550 2,8/2,8 ALU/G х;;fff005517;;Жерсть 0,17*894*795 біла х;fff002607;;;;;W/G;;;;;Жерсть 0,17*894*795 ALU/G х;fff005517;;;;
0,18x860x942 BLANK ZZY;T-860-942-180TH550F2820-ZZY;;UA0004121;0,18x860x942 2,8/2,0 TH550;T-860-942-180TH550F2820-ZZY;UA0004121;ПРЯМ;;1500;---;---;---;---;---;---;---;---;40205530;;;0.18-860-942-TH550-F2820-ZZY
0,17x922x868 HAN TH580 BLANK;M-922-868-170TH580S2828-HAN BLANK;OT70 HAN;UA0004133;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-HAN BLANK ;UA0004133;СКРОЛЛ;884х850;1500;---;---;---;---;---;---;---;---;40201181;;;0.17-922-868-TH580-S2828-HAN
0,17x922x868 ERD TH580 BLANK;M-922-868-170TH580S2828-ERD BLANK;OT70 ERD;UA0004132;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-ERD BLANK  ;UA0004132;СКРОЛЛ;884х850;1500;---;---;---;---;---;---;---;---;40201181;;;0.17-922-868-TH580-S2828-ERD
0,16x942x790 W/G;L-942-790-160TS340S2020-RAS-21EB05;73x34 W/G;UA0004141;0,16x942x790 2,0/2,0 TS340;M-942-790-160TS340S2020-RAS;fff010843;СКРОЛЛ;830х917;1700;BUF-4 A;W/G 21E;;;;;L-942-790-160TS340S2020-RAS-21EB05;UA0004141;41212299;;;0.16-942-790-TS340-S2020-RAS
OT96 0,20  alu/g ERD;OT096-A07B05-ARGO-200TS275S1515-ERD-38850   ;OT96 ALU/G;UA0004129 ;0,20x808x908 1,5/1,5 TS275;M-808-908-200TS275S1515-ERD;UA0004127;СКРОЛЛ;900х771;1600;№134;ALU/G;;;;;L-808-908-200TS275І1515-ERD-A07B05  ;UA0004128;48017688;;;0.20-808-908-TS275-S1515-ERD
OT96 0,22  alu/g New for BIL;OT096-A07B05-ARGO-220TS275S2828-ARK-38850  (New for BIL);OT96 ALU/G 0,22;UA0004094;0,22x808x908 2,8/2,8 TS275;M-808-908-220TS275S2828-ARK;UA0004085;СКРОЛЛ;900х771;1600;;ALU/G;;;;;L-808-908-220TS275S2828-ARK-A07B05;UA0004086;48017688;;;0.22-808-908-TS275-S2828-ARK
OT99 0,22  alu/g New for BIL;OT099-921XQ-220TH415F2020-ERD-A75B05-37856 (New for BIL);OT99 ALU/G 0,22;UA0004106;0,22x838x941,7 2,0/2,0 TH415;M-838-941,7-220TH415F2020-ERD;UA0004097;СКРОЛЛ;917x813;1500;;ALU/G;;;;; L-838-941,7-220TH415F2020-ERD-A75B05;UA0004102;49600248;;;0.22-838-941.7-TH415-F2020-ERD
OT99 ALU/G 0,19 USK;OT099-921XQ-190TH415S2020-USK-A75B05-37856;OT99 ALU/G 0,19;UA0004196;0,19x838x941,7 2,0/2,0 TH415;M-838-941,7-190TH415S2020-USK;UA0004194;СКРОЛЛ;917x813;1500;;ALU/G;;;;;L-838-941,7-190TH415S2020-USK-A75B05 ;UA0004195;;;;0.19-838-941.7-TH415-S2020-USK
0,17x922x868 HBI TH580 BLANK;M-922-868-170TH580S2828-HBI BLANK;OT70 TH580;UA0004202;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-HBI BLANK;UA0004202;СКРОЛЛ;884х850;1500;;;;;;;;;;;;0.17-922-868-TH580-S2828-HBI
OT96 0,22  alu/g ARS;OT096-A07B05-ARGO-220TS275S1515-ARS-38850;OT96 ALU/G;UA0004218;0,22x808x908 1,5/1,5 TS275;M-808-908-220TS275S1515-ARS ;UA0004216;СКРОЛЛ;900х771;1600;№139;ALU/G;;;;;L-808-908-220TS275S1515-ARS-A07B05;UA0004217;48017688;;;0.22-808-908-TS275-S1515-ARS
0,17x922x868 W/G;Жерсть 0,17*922*868 W/G х;;UA0004231;;;;;;;;W/G;;;;;Жерсть 0,17*922*868 W/G х;UA0004231;;;;
0,16x920x778 W/G;Жерсть 0,16*920*778 W/G х;;UA0004232;;;;;;;;;;;;;Жерсть 0,16*920*778 W/G х;UA0004232;;;;
0,22x700x694 W/G;Жерсть 0,22*700*694 W/G х;;UA0004233;;;;;;;;;;;;;Жерсть 0,22*700*694 W/G х;UA0004233;;;;
0,22х866х700 W/G;Жерсть 0,22*866*700 W/G х;;UA0004234;;;;;;;;;;;;;Жерсть 0,22*866*700 W/G х;UA0004234;;;;
OT070-ELQ7040A0A ERD;OT070-ELQ7040A0A-А55K05-993DE-170TH580S2828-ERD-90300;OT70 ERD ALU/C;UA0004235;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-ERD;UA0002672;СКРОЛЛ;884х850;1500;;ALU/C;;;;;L-922-868-170TH580S2828-ERD-A55K05;UA0004236;48016765;;;0.17-922-868-TH580-S2828-ERD
OT96 Alu/G Vaja (auto);OT096-A07B05-ARGO-200TH550S2828-HBI-38850;OT96 ALU/G;UA0004319;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-HBI;fff010618;СКРОЛЛ;900х771;1600;96-2;ALU/G;;;;;L-808-908-200TH550S2828-HBI-A07B05;UA0004320;48017995;;;0.20-808-908-TH550-S2828-HBI
0,14x975x925 IMP G/C;L-975-925-140TS550S2828-USK-IMP-C06K05;73/70x57 G/K;UA0004348;0,14x975x925 2,8/2,8 TS550;T-975-925-140TS550S2828-USK-IMP;UA0004349;ПРЯМ;900 х 950;1500;BUF-11 A;G/C;PL1019-34;101 597;;;L-975-925-140TS550S2828-USK-IMP-C06K05;UA0004348;41211445;;;0.14-975-925-TS550-S2828-USK-IMP
0,17x836x942 Alu/C;L-836-942-170TH435S2828-ARF-A55K05;99/96x48,5 Ap/K;UA0004345;0,17x836x942  2,8/2,8 TH435;T-836-942-170TH435S2828-ARF;UA0004344;ПРЯМ;917х813;1500;BUF-8 C;ALU/С;PL1019-34;28S30WB-1;;;L-836-942-170TH435S2828-ARF-A55K05;UA0004345;41202277;;;0.17-836-942-TH435-S2828-ARF
0,17x954x848 W/G;Жерсть 0,17*954*848 W/G х;Жерсть 0,17*954*848 W/G ;UA0004392;Жерсть 0,17*954*848 ;Жерсть 0,17*954*848 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,17*954*848 W/G х;UA0004392;;;;0.17-954-848-W.G 
0,18x860x942 BLANK TTT;T-860-942-180TH550F2820-TTT BLANK;;UA0004389;0,18x860x942 2,8/2,0 TH550;T-860-942-180TH550F2820-TTT BLANK;UA0004389;ПРЯМ;903x844;1500;---;---;---;---;---;---;---;---;40205530;;;0.18-860-942-TH550-F2820-TTT
0,18x860x942 BLANK ERD;T-860-942-180TH550F2820-ERD BLANK;;UA0004388;0,18x860x942 2,8/2,0 TH550;T-860-942-180TH550F2820-ERD BLANK;UA0004388;ПРЯМ;903x844;1500;---;---;---;---;---;---;---;---;40205530;;;0.18-860-942-TH550-F2820-ERD
0,20x838x838 BLANK;T-838-838-200TH550S2828-HBI;;UA0004400;0,20х838х838 2,8/2,8 TH550;T-838-838-200TH550S2828-HBI;UA0004400;ПРЯМ;;1500;---;---;---;---;---;---;---;---;;;;0.20-838-838-TH550-S2828-HBI
OT080-A07B05;OT080-A07B05-121ST-180TH620F5628-HBI-69230;OT80 ALU/G;UA0004390;0,18x869x881 5,6/2,8 TH620;M-869-881-180TH620F5628-HBI ;fff011268;СКРОЛЛ;903х844;1500;№141;ALU/G;;;;;L-869-881-180TH620F5628-HBI-A07B05;UA0004391;;;;0.18-869-881-TH620-F5628-HBI
OT096-V14B05;OT096-V14B05-ARGO-200TH460F2828-USK-38850  UA0004413;OT96 W/G;UA0004413;0,20x808x908 2,8/2,8 TH460;M-808-908-200TH460F2828-USK;UA0004411;СКРОЛЛ;900х771;1600;№142;W/G;;;;;L-808-908-200TH460F2828-USK-V14B05   ;UA0004412;;;;0.20-808-908-TH460-F2828-USK
0,18x860x873 USK ALU/G;L-860-873-180TH550F2028-USK-A07B05;;UA0004452;0,18x860x873 2,0/2,8 TH550;M-860-873-180TH550F2028-USK;UA0004451;СКРОЛЛ;903х844;1500;№143;ALU/G;;;;;L-860-873-180TH550F2028-USK-A07B05;UA0004452;49100240;;;0.18-860-873-TH550-F2028-USK
OT99 W/G ;OT099-921XQ-190TH415S2020-USK-V14B05-37856;OT99 W/G;UA0004462;0,19x838x941,7 2,0/2,0 TH415;M-838-941,7-190TH415S2020-USK;UA0004194;СКРОЛЛ;917x813;1500;№144;W/G;;;;;L-838-941,7-190TH415S2020-USK-V14B05;UA0004461;;;;0.19-838-941.7-TH415-S2020-USK
0,17x922x868 ZZY BLANK;M-922-868-170TH435S2828-ZZY;OT70;UA0004463;0,17x922x868 2,8/2,8 TH435;M-922-868-170TH435S2828-ZZY;UA0004463;СКРОЛЛ;884х850;1500;;;;;;;;;;;;0.17-922-868-TH435-S2828-ZZY
0,18x855x1066 Alu/G;L-855-1066-180TS270F2828-ARF-A08B05;;UA0004495;0,18x855x1066 2,8/2,8 TS270;T-855-1066-180TS270F2828-ARF;UA0004493;ПРЯМ;;1100;№145-1;ALU/G;;;;;L-855-1066-180TS270F2828-ARF-A08B05;UA0004495;;;;0.18-855-1066-TS270-F2828-ARF
0,17x836x926 BLANK;T-836-926-170TH435S2828-ARF;;UA0004502;0,17x836x926 2,8/2,8 TH435;T-836-926-170TH435S2828-ARF;UA0004502;ПРЯМ;;1600;;;;;;;;;;;;0.17-836-926-TH435-S2828-ARF
OT096-V14B05 ARF;OT096-V14B05-ARGO-210TH415S2828-ARF-38850;OT96 W/G;UA0004573;0,21x808x908 2,8/2,8 TH415;M-808-908-210TH415S2828-ARF;UA0004570;СКРОЛЛ;900х771;1600;№146;W/G;;;;;L-808-908-210TH415S2828-ARF-V14B05;UA0004572;;;;0.21-808-908-TH415-S2828-ARF
OT099-V14B05;OT099-921XQ-200TH550S2828-HBI-V14B05-37856;ОТ99 W/G;UA0004580;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-HBI;fff005881;СКРОЛЛ;820х942;1500;99-C-8;W/G;;;;;L-838-941,7-200TH550S2828-HBI-V14B05;UA0004579;;C-838----200TH550S2828-HBI;fff008623;0.20-838-941.7-TH550-S2828-HBI
0,14x913x766 USK BLANK;M-913-766-140TS480S2020-USK BLANK;Draw can BUF;UA0004591;0,14x913x766 2,0/2,0 TS480;M-913-766-140TS480S2020-USK BLANK;UA0004591;СКРОЛЛ;770х869;1500;---;;;;;---;---;---;40301623;C-913----140TS480S2020-USK;UA0002740;0.14-913-766-TS480-S2020-USK
0,22x785x945 Alu/G;L-785-945-220TS275F2828-ARK-A07B05;;UA0004593;0,22x785x945 2,8/2,8 TS275;T-785-945-220TS275F2828-ARK;UA0004592;ПРЯМ;900х771;1500;№148;ALU/G;;;;;L-785-945-220TS275F2828-ARK-A07B05; UA0004593;;;;0.22-785-945-TS275-F2828-ARK
0,17x860x795 BLANK;T-860-795-170TH550F2828-HBI BLANK;;UA0002286;0,17x860x795 2,8/2,8 TH550;T-860-795-170TH550F2828-HBI BLANK;UA0002286;ПРЯМ;770х834;1100;;;;;;;;;40204798;C-860----170TH550F2828-HBI;UA0002282;0.17-860-795-TH550-F2828-HBI
0,18x860x873 IMP ALU/G;L-860-873-180TH550F2028-USK-IMP-A07B05;;UA0004618;0,18x860x873 2,0/2,8 TH550;M-860-873-180TH550F2820-USK x;UA0004442;СКРОЛЛ;903х844;1500;№143;ALU/G;;;;;L-860-873-180TH550F2028-USK-IMP-A07B05;UA0004618;49100240;;;0.18-860-873-TH550-F2820-USK
0,17x838x942 W/G;Жерсть 0,17*838*942 TН550 2028 W/G х;Жерсть 0,17x838x942  W/G ;UA0003423;0,17x838x942 2,0/2,8 TH550;Жерсть некондеційна 0,17*838*942 (кг) х;UA0003443;;;;;W/G;;;;;Жерсть 0,17*838*942 TН550 2028 -/G х;UA0003423;;;;
0,18x896x795 ALU/G;L-896-795-180TH550F5028-HBI-A07B05;;UA0004678;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-HBI;UA0003491;ПРЯМ;770х869;1500;№149;ALU/G;;;;;L-896-795-180TH550F5028-HBI-A07B05;UA0004678;49100556;C-896-----180TH550F2850-HBI;UA0003462;0.18-896-795-TH550-F2850-HBI
0,18x896x907 ALU/G;L-896-907-180TH550F2850-HBI-A07B05;;UA0004680;0,18x896x907 2,8/5,0 TH550;M-896-907-180TH550F2850-HBI;UA0004679;СКРОЛЛ;932х870;1500;№150;ALU/G;;;;;L-896-907-180TH550F2850-HBI-A07B05;UA0004680;;C-896-----180TH550F2850-HBI;UA0003462;0.18-896-907-TH550-F2850-HBI
0,17x896x795 W/C;L-896-795-170TH550F2828-HBI-V14K05;;UA0003492;0,17x896x795 2,8/2,8 TH550;T-896-795-170TH550F2828-HBI;UA0003490;ПРЯМ;770х869;1500;№13-1;W/C ;;;;;L-896-795-170TH550F2828-HBI-V14K05;UA0003492;49100555;;;0.17-896-795-TH550-F2828-HBI
OT99 USK ALU/G;OT099-921XQ-200TH550F2820-USK-A75B05-37856;OT99 ALU/G;UA0004707;0,20x838x941,7 2,8/2,0 TH550;M-838-941,7-200TH550F2820-USK;UA0004709;СКРОЛЛ;917x813;1500;№ 99-C-2;ALU/G;;;;;L-838-941,7-200TH550F2820-USK-A75B05;UA0004708;49600248;;;0.20-838-941.7-TH550-F2820-USK
OT096-21EK05;OT096-21EK05-ARGO-200TH550S5028-HBI-38850;OT96 21EK05;UA0004851;0,20x808x908 5,0/2,8 TH550;M-808-908-200TH550S5028-HBI;UA0003808;СКРОЛЛ;900х771;1600;96-10 A;21EK05;;;;;L-808-908-200TH550S5028-HBI-21EK05;UA0004852;48019796;C-808----200TH550S5028-HBI;UA0003201;0.20-808-908-TH550-S5028-HBI
0,17х860х795  W/G ;Жерсть 0,17х860х795 W/G ;Жерсть 0,17х860х795 W/G ;;Жерсть 0,17х860х795 ;Жерсть 0,17х860х795 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,17х860х795 W/G ;;;;;
0,18x860x942 W/G ;Жерсть 0,18x860x942 W/G ;Жерсть 0,18x860x942 W/G ;;Жерсть 0,18x860x942 ;Жерсть 0,18x860x942 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,18x860x942 W/G ;;;;;
0,17x840x942 W/G ;Жерсть 0,17x840x942 W/G ;Жерсть 0,17x840x942 W/G ;;Жерсть 0,17x840x942 ;Жерсть 0,17x840x942 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,17x840x942 W/G ;;;;;
0,17x896x795 W/G;Жерсть 0,17x896x795 W/G ;Жерсть 0,17x896x795 W/G ;;Жерсть 0,17x896x795 ;Жерсть 0,17x896x795 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,17x896x795 W/G ;;;;;
0,18x896x795 W/G;Жерсть 0,18x896x795 W/G ;Жерсть 0,18x896x795 W/G ;;Жерсть 0,18x896x795 ;Жерсть 0,18x896x795 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,18x896x795 W/G ;;;;;
0,18x877x1066 W/G USK;Жерсть 0,18x877x1066 W/G ;Жерсть 0,18x877x1066 W/G ;;Жерсть 0,18x877x1066 ;Жерсть 0,18x877x1066 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,18x877x1066 W/G ;;;;;
0,14x918x925 W/G;Жерсть 0,14x918x925 W/G ;Жерсть 0,14x918x925 W/G ;;Жерсть 0,14x918x925 ;Жерсть 0,14x918x925 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,14x918x925 W/G ;;;;;
0,14x975x925 W/G;Жерсть 0,14x975x925 W/G ;Жерсть 0,14x975x925 W/G ;;Жерсть 0,14x975x925 ;Жерсть 0,14x975x925 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,14x975x925 W/G ;;;;;
0,16x942x790 ALU/G;Жерсть 0,16x942x790 ALU/G ;Жерсть 0,16x942x790 ALU/G ;;Жерсть 0,16x942x790 ;Жерсть 0,16x942x790 ALU/G ;;;;;V14B05;ALU/G;;;;;Жерсть 0,16x942x790 ALU/G ;;;;;
0,16x942x790 W/G RAS;Жерсть 0,16x942x790 W/G ;Жерсть 0,16x942x790 W/G ;;Жерсть 0,16x942x790 ;Жерсть 0,16x942x790 W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,16x942x790 W/G ;;;;;
0,17x959x901 W/G;Жерсть 0,17x959x901 W/G;Жерсть 0,17x959x901 W/G;;Жерсть 0,17x959x901 ;Жерсть 0,17x959x901 W/G;;;;;V14B05;W/G;;;;;Жерсть 0,17x959x901 W/G;;;;;
0,18x896x907 BLANK;M-896-907-180TH550F2850-HBI BLANK;OT83 ;UA0004859;0,18x896x907 2,8/5,0 TH550;M-896-907-180TH550F2850-HBI BLANK;UA0004859;СКРОЛЛ;932х870;1500;;;;;;;;;;;;0.18-896-907-TH550-F2850-HBI
0,16x920x778 W/G RAS;Жерсть 0,16x920x778 W/G;;;;;;;;;;W/G;;;;;Жерсть 0,16x920x778 W/G;;;;;
0,18x860x873 USK BLANK;M-860-873-180TH550F2028-USK BLANK;;UA0004869;0,18x860x873 2,0/2,8 TH550;M-860-873-180TH550F2028-USK BLANK;UA0004869;СКРОЛЛ;903х844;1500;;;;;;;;;40301066;C-860----180TH550F2028-USK;UA0004394;0.18-860-873-TH550-F2820-USK
0,17x838x942 RAS ALU/С;L-838-942-170TH550F2820-RAS-A55K05 ;99/96x48,5 Ap/K;UA0004876;0,17x838x942 2,0/2,8 TH550;T-838-942-170TH550F2820-RAS;UA0004875;ПРЯМ;917х813;1500;BUF-8 A;ALU/С;28S30WB-1;PL1019-34;;;L-838-942-170TH550F2820-RAS-A55K05 ;UA0004876 ;41202277;C-838-----170TH550F2820-RAS;UA0004471;0.17-838-942-TH550-F2820-RAS
0,18x896x795 RAS BLANK;T-896-795-180TH550F2850-RAS BLANK;Can body 0,18 BLANK;UA0004898;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-RAS BLANK;UA0004898;ПРЯМ;770х869;1500;---;BLANK;---;---;---;---;---;---;40301431;;;0.18-896-795-TH550-F2850-RAS
0,18x896x907 RAS BLANK;M-896-907-180TH550F2850-RAS BLANK;OT83 ;UA0004897;0,18x896x907 2,8/5,0 TH550;M-896-907-180TH550F2850-RAS BLANK;UA0004897;СКРОЛЛ;932х870;1500;;;;;;;;;40301782;;;0.18-896-907-TH550-F2850-RAS
0,18x860x873 HBI BLANK;M-860-873-180TH550F2820-HBI BLANK;;UA0004914;0,18x860x873 2,0/2,8 TH550;M-860-873-180TH550F2820-HBI BLANK;UA0004914;СКРОЛЛ;903х844;1500;;;;;;;;;40301066;С-860---180TH550F2820-HBI;fff009115;0.18-860-873-TH550-F2820-HBI
OT153-ELQ1554A0A-HBI-12800-QI;OT153-ELQ1554A0A-20EB05-727LW-270TH435F5628-HBI-12800-QI;„MONTAZ – JEN DO VYROBY“;UA0000949;;;;;;;;„MONTAZ – JEN DO VYROBY“;;;;;;;48004206;;;
OT153-ELQ1554A0A-USK-12800-QI;OT153-ELQ1554A0A-20EB05-727LW-270TH435F5628-USK-12800-QI;„MONTAZ – JEN DO VYROBY“;UA0000950;;;;;;;;„MONTAZ – JEN DO VYROBY“;;;;;;;48004206;;;
0,18x896x795 USK BLANK;T-896-795-180TH550F2850-USK BLANK ;Can body 0,18 BLANK;UA0005021;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-USK BLANK ;UA0005021;ПРЯМ;770х869;1500;;BLANK;---;---;;;;;40301431;C-896-----180TH550F2850-USK;UA0004617;0.18-896-795-TH550-F2850-USK
OT070-ELQ7013A9A TH550;OT070-ELQ7013A9A-07CK05-993DE-170TH550F2828-HBI-90300 ;OT70;UA0005031;0,17x922x868 2,8/2,8 TH550;M-922-868-170TH550F2828-HBI;fff009814;СКРОЛЛ;884х850;1500;70-3 B;G/C;PL1019-34;816361;;;L-922-868-170TH550F2828-HBI-07CK05;UA0005028;48015754;C-922---170TH550F2828-HBI;fff009813;0.17-922-868-TH550-F2828-HBI
OT096-A07B05 USK Vaja auto;OT096-A07B05-ARGO-200TH550S2828-USK-38850;OT096-A07B05 Alu/G;UA0005118;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-USK;UA0000698;СКРОЛЛ;900х771;1600;96-2;ALU/G;PL1014-59;28S30WB-1;;;L-808-908-200TH550S2828-USK-A07B05;UA0000189;48017995;С-808---200TH550S2828-USK;UA0000570;0.20-808-908-TH550-S2828-USK
OT070-ELQ7022A6A USK;OT070-ELQ7022A6A-W14K05-993DE-170TH580S5628-USK-90300;OT70-ELQ7022A6A ;UA0005123;0,17x922x868 5,6/2,8 TH580;M-922-868-170TH580S5628-USK;UA0005124;СКРОЛЛ;884х850;1500;70-5;2W/C;PL1019-34;818062;818062;;L-922-868-170TH580S5628-USK-W14K05 ;UA0005124;48015775;;;0.17-922-868-TH580-S5628-USK
0,19x895x907 USK BLANK;M-895-907-190TH550F2820-USK BLANK;OT83 BLANK;UA0005156;0,19x895x907 2,8/2,0 TH550;M-895-907-190TH550F2820-USK BLANK;UA0005156;СКРОЛЛ;932х870;1500;---;---;---;---;---;---;---;---;40301782;C-895-----190TH550F2820-USK;UA0004828;0.19-895-907-TH550-F2820-USK
0,16x920x778 USK Alu/C;L-920-778-160TS480S2828-USK-А08К05;"Draw can 73x36,5 ; 73x32 Ap/K";UA0005163;0,16x920x778 2,8/2,8 TS480;M-920-778-160TS480S2828-USK;fff009580;СКРОЛЛ;818х895;1600;BUF-7 B;ALU/C;;;;;L-920-778-160TS480S2828-USK-А08К05;UA0005163;41202163;C-920----160TS480S2828-USK;fff009562;0.16-920-778-TS480-S2828-USK
0,14x918x925 USK G/C;L-918-925-140TS550S2828-USK-C06K05;73/70x47 G/K;UA0005170;0,14x918x925 2,8/2,8 TS550;T-918-925-140TS550S2828-USK  ;UA0005169;ПРЯМ;900x893;1500;BUF-9 A;G/C;PL1019-34;101597;;;L-918-925-140TS550S2828-USK-C06K05  ;UA0005170;41211447;C-918----140TS550S2828-USK;UA0004365;0.14-918-925-TS550-S2828-USK
0,17x896x942 USK BLANK;T-896-942-170TH550F2828-USK BLANK;;UA0005342;0,17x896x942 2,8/2,8 TH550;T-896-942-170TH550F2828-USK BLANK;UA0005342;ПРЯМ;932х870;1500;;;;;;;;;;;;0.17-896-942-TH550-F2828-USK
0,17x838x942 USK ALU/С;L-838-942-170TH550F2820-USK-A55K05;99/96x48,5 Ap/K;UA0005451;0,17x838x942 2,0/2,8 TH550;T-838-942-170TH550F2820-USK;UA0005450;ПРЯМ;917х813;1500;BUF-8 A;ALU/С;28S30WB-1;PL1019-34;;;L-838-942-170TH550F2820-USK-A55K05   ;UA0005451;41202277;C-838-----170TH550F2820-USK;UA0005353;0.17-838-942-TH550-F2820-USK
OT070-ELQ7033A2A  TH580 USK;OT070-ELQ7033A2A-08CB05-993DE-170TH580S2828-USK-90300;OT070-ELQ7033A2A  TH580 USK;UA0005449;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-USK   ;UA0005445;СКРОЛЛ;884х850;1500;70-2;G/G;816314;816361;;;L-922-868-170TH580S2828-USK-08CB05  ;UA0005448;48015778;C-922----170TH580S2828- USK;UA0004829;0.17-922-868-TH580-S2828-USK
0,18x808x908 USK BLANK;M-808-908-180TH550F2028-USK BLANK;OT96;UA0005479;0,18x808x908 2,0/2,8 TH550;M-808-908-180TH550F2028-USK BLANK;UA0005479;СКРОЛЛ;900х771;1600;---;---;---;---;---;---;---;---;;C-860----180TH550F2028-USK;UA0004394;0.18-808-908-TH550-F2028-USK
0,27x950x780 USK BLANK;T-950-780-270TH435F5628-USK BLANK;TEST;UA0005486;0,27x950x876 5,6/2,8 TH435 USK;T-950-780-270TH435F5628-USK BLANK;UA0005486;ПРЯМ;A;1200;---;---;---;---;---;---;---;---;;;;0.27-950-780-TH435-F5628-USK
0,17*860*942 HBI BLANK;T-860-942-170TH550F2828-HBI BLANK;;UA0005515;0,17x860x942 2,8/2,8 TH550;T-860-942-170TH550F2828-HBI BLANK;UA0005515;ПРЯМ;917х814;1500;;;;;;;;;;C-860----170TH550F2828-HBI;UA0002282;0.17-860-942-TH550-F2828-HBI
